Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2020-11-19,2268,Windsor-Essex,2,13,17,2,45,0
2020-11-19,2270,York Region,9,15,32,28,170,0
2020-11-19,3895,Toronto,27,54,354,240,975,3
2020-11-19,4913,South West,1,3,0,1,0,0
2020-11-19,5183,Huron Perth,0,7,0,0,4,0
2020-11-20,2226,Algoma,0,2,0,0,0,0
2020-11-20,2227,Brant,1,5,0,1,23,0
2020-11-20,2230,Durham,3,12,0,3,133,0
2020-11-20,2233,Grey-Bruce,0,7,0,0,0,0
2020-11-20,2234,Haldimand-Norfolk,1,7,4,0,0,0
2020-11-20,2235,Haliburton Kawartha Pr,0,5,0,0,29,0
2020-11-20,2236,Halton,6,9,17,23,17,0
2020-11-20,2237,Hamilton,6,14,32,36,27,0
2020-11-20,2238,Hastings Prince Edward,0,5,0,0,3,0
2020-11-20,2240,Chatham-Kent,0,1,0,0,0,0
2020-11-20,2241,Kingston Frontenac L & A,1,4,0,1,0,0
2020-11-20,2242,Lambton,0,6,0,0,10,0
2020-11-20,2243,"Leeds,Grenville,Lanark",0,6,0,0,35,0
2020-11-20,2244,Middlesex-London,3,13,0,3,9,1
2020-11-20,2246,Niagara,5,14,15,11,37,0
2020-11-20,2247,North Bay-Parry Sound,0,4,0,0,0,0
2020-11-20,2249,Northwestern,0,1,0,0,0,0
2020-11-20,2251,Ottawa,10,15,8,25,271,3
2020-11-20,2253,Peel,13,13,47,107,181,1
2020-11-20,2255,Peterborough,1,3,15,3,3,0
2020-11-20,2256,Porcupine,0,4,0,0,0,0
2020-11-20,2257,Renfrew,1,4,0,0,0,0
2020-11-20,2258,Eastern Ontario,2,8,6,4,23,0
2020-11-20,2260,Simcoe-Muskoka,2,12,5,5,34,0
2020-11-20,2261,Sudbury,1,8,0,1,1,0
2020-11-20,2262,Thunder Bay,1,1,0,1,0,0
2020-11-20,2263,Timiskaming,0,2,0,0,0,0
2020-11-20,2265,Waterloo,1,18,0,1,79,0
2020-11-20,2266,Wellington-Dufferin-Guelph,3,7,1,2,18,0
2020-11-20,2268,Windsor-Essex,2,13,17,4,45,0
2020-11-20,2270,York Region,9,15,32,33,172,0
2020-11-20,3895,Toronto,26,56,363,211,983,3
2020-11-20,4913,South West,1,3,0,1,0,0
2020-11-20,5183,Huron Perth,0,7,0,0,4,0
2020-11-21,2226,Algoma,0,2,0,0,0,0
2020-11-21,2227,Brant,1,5,0,1,23,0
2020-11-21,2230,Durham,2,13,0,2,133,0
2020-11-21,2233,Grey-Bruce,0,7,0,0,0,0
2020-11-21,2234,Haldimand-Norfolk,1,7,4,0,0,0
2020-11-21,2235,Haliburton Kawartha Pr,0,5,0,0,29,0
2020-11-21,2236,Halton,6,9,25,23,17,0
2020-11-21,2237,Hamilton,6,14,35,33,28,0
2020-11-21,2238,Hastings Prince Edward,0,5,0,0,3,0
2020-11-21,2240,Chatham-Kent,0,1,0,0,0,0
2020-11-21,2241,Kingston Frontenac L & A,1,4,0,1,0,0
2020-11-21,2242,Lambton,0,6,0,0,10,0
2020-11-21,2243,"Leeds,Grenville,Lanark",0,6,0,0,35,0
2020-11-21,2244,Middlesex-London,3,13,0,3,9,1
2020-11-21,2246,Niagara,6,14,16,11,37,0
2020-11-21,2247,North Bay-Parry Sound,0,4,0,0,0,0
2020-11-21,2249,Northwestern,0,1,0,0,0,0
2020-11-21,2251,Ottawa,10,15,10,25,271,3
2020-11-21,2253,Peel,14,12,55,104,182,1
2020-11-21,2255,Peterborough,1,3,15,3,3,0
2020-11-21,2256,Porcupine,0,4,0,0,0,0
2020-11-21,2257,Renfrew,1,4,0,0,0,0
2020-11-21,2258,Eastern Ontario,2,8,6,4,23,0
2020-11-21,2260,Simcoe-Muskoka,2,12,5,5,34,0
2020-11-21,2261,Sudbury,1,8,0,1,1,0
2020-11-21,2262,Thunder Bay,1,1,0,1,0,0
2020-11-21,2263,Timiskaming,0,2,0,0,0,0
2020-11-21,2265,Waterloo,1,18,0,1,79,0
2020-11-21,2266,Wellington-Dufferin-Guelph,3,7,1,2,18,0
2020-11-21,2268,Windsor-Essex,2,13,17,4,45,0
2020-11-21,2270,York Region,9,15,42,44,172,0
2020-11-21,3895,Toronto,25,57,359,204,985,3
